fecha|nivel|trade_type|price|amount|profit|volatility|rsi|stochrsi_k|stochrsi_d|description
2025-03-04 06:07:14,059|INFO|buy|83738.79|0.00181|0|0.24779815245173478|33.72313807642291|0.9674354699847929|0.8864099698106567|BUY
2025-03-04 06:38:15,050|INFO|buy|83841.85|0.00172|0|0.4927304820146919|34.40980242057249|0.984058834331489|0.8919510912595553|BUY
2025-03-04 07:09:16,043|INFO|buy|84080.94|0.00163|0|0.47261851544271305|35.72168057945345|0.9849507163908834|0.9549271272685164|BUY
2025-03-04 07:40:17,037|INFO|buy|83842.32|0.00155|0|1.3395601309980518|34.46534713879355|0.97172072626138|0.950517130558682|BUY
2025-03-04 15:25:27,759|INFO|sell|88383.19|0.00352|15.073062399999984|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-04 15:25:28,106|INFO|sell|88383.19|0.00333|13.694358599999994|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-04 15:25:28,464|INFO|sell|88383.19|0.00318|14.377320599999996|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-04 15:25:29,389|INFO|sell|88383.19|0.00303|14.511003300000002|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-04 15:25:29,740|INFO|sell|88383.19|0.00286|11.904321000000017|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-04 15:25:30,094|INFO|sell|88383.19|0.00271|11.12498360000001|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-04 15:25:30,450|INFO|sell|88383.19|0.00258|10.72206719999999|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-04 15:25:31,369|INFO|sell|88383.19|0.00246|11.027884800000011|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-04 15:25:32,294|INFO|sell|88383.19|0.00235|11.287355500000011|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-04 15:25:32,650|INFO|sell|88383.19|0.00224|11.634089600000017|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-04 15:25:33,558|INFO|sell|88383.19|0.00211|9.695829800000016|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-04 15:25:34,477|INFO|sell|88383.19|0.00201|9.155931900000004|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-04 15:25:34,839|INFO|sell|88383.19|0.00191|8.66687330000001|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-04 15:25:35,194|INFO|sell|88383.19|0.00181|8.406364000000016|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-04 15:25:35,540|INFO|sell|88383.19|0.00172|7.811104799999994|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-04 15:25:35,898|INFO|sell|88383.19|0.00163|7.0126675|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-04 15:25:36,824|INFO|sell|88383.19|0.00155|7.038348499999993|10.293380170753357|61.94328100353596|1.0|0.9609432405416743|TAKE PROFIT
2025-03-05 09:40:10,275|INFO|sell|94136.68|0.00534|33.54342359999997|0.0|nan|nan|nan|TAKE PROFIT
2025-03-05 09:40:10,614|INFO|sell|94136.68|0.00517|40.831729399999965|0.0|nan|nan|nan|TAKE PROFIT
2025-03-05 09:40:10,971|INFO|sell|94136.68|0.0049|37.74994299999996|0.0|nan|nan|nan|TAKE PROFIT
2025-03-05 09:40:11,900|INFO|sell|94136.68|0.00467|37.811588999999984|0.0|nan|nan|nan|TAKE PROFIT
2025-03-05 09:40:12,255|INFO|sell|94136.68|0.00442|34.312327399999944|0.0|nan|nan|nan|TAKE PROFIT
2025-03-05 09:40:13,186|INFO|sell|94136.68|0.00421|33.59862069999999|0.0|nan|nan|nan|TAKE PROFIT
2025-03-05 09:40:13,541|INFO|sell|94136.68|0.00398|30.16549459999996|0.0|nan|nan|nan|TAKE PROFIT
2025-03-05 09:40:13,898|INFO|sell|94136.68|0.00379|29.155332999999988|0.0|nan|nan|nan|TAKE PROFIT
2025-03-05 09:40:14,814|INFO|sell|94136.68|0.00362|29.208585399999993|0.0|nan|nan|nan|TAKE PROFIT
2025-03-08 00:27:44,325|INFO|buy|86132.72|0.00581|0|0.4976318919946373|39.41492963789016|0.056749770253318156|0.044873982973949504|BUY
2025-03-08 07:13:04,280|INFO|buy|85825.69|0.00554|0|0.36643622918371055|38.78615824886157|0.401210765449288|0.3615545301999643|BUY
2025-03-08 07:44:15,851|INFO|buy|85839.6|0.00526|0|0.43209640064776944|38.88534462791709|0.4080518899929752|0.36383490504786|BUY
2025-03-09 01:55:32,738|INFO|buy|86008.32|0.00499|0|1.0575309674870395|39.57478022190468|0.5560006090473383|0.5554404798223181|BUY
2025-03-09 08:09:41,508|INFO|buy|84309.53|0.00484|0|0.9056356291849532|23.76809752145232|0.06517351770609721|0.043449011804064804|BUY
2025-03-09 08:40:53,081|INFO|buy|84731.57|0.00457|0|1.0507687150724916|27.50052847563063|0.08744961913738025|0.050874378947825816|BUY
2025-03-09 09:12:04,126|INFO|buy|84510.98|0.00436|0|0.26183267497693713|24.66578541744873|0.07463389015814381|0.07229627882812113|BUY
2025-03-09 09:43:15,155|INFO|buy|84288.0|0.00415|0|0.5147952787567694|22.769655723202064|0.0738746204147295|0.0720431889136497|BUY
2025-03-09 12:19:09,472|INFO|buy|83509.1|0.00398|0|79.48034079903856|25.30013493943838|0.09709330086159661|0.03355849184042956|BUY
2025-03-09 14:23:53,192|INFO|buy|82428.03|0.00383|0|78.87237070242496|14.533199516696925|0.01641901296099067|0.005473004320330223|BUY
2025-03-09 14:55:04,762|INFO|buy|82722.8|0.00362|0|78.87455621876533|21.080219576007238|0.08124268526072086|0.02708089508690695|BUY
2025-03-09 15:26:15,823|INFO|buy|82510.47|0.00345|0|1.0265719174670165|19.054675461472215|0.15506328936252656|0.07935217053460794|BUY
2025-03-09 15:57:27,435|INFO|buy|82604.79|0.00328|0|1.3538058476500172|19.549961330820466|0.16023736958661197|0.08107686394263641|BUY
2025-03-09 16:28:38,995|INFO|buy|82997.48|0.0031|0|78.67628330629053|28.47890025775898|0.3220912643050025|0.18628560049782408|BUY
2025-03-09 16:59:50,069|INFO|buy|83059.23|0.00294|0|78.81555267922468|29.61431964162027|0.3337213851550647|0.19016230744784482|BUY
2025-03-09 17:31:01,755|INFO|buy|82162.01|0.00282|0|79.24068707032376|23.7122421059117|0.4078407487365457|0.30507047753098243|BUY
2025-03-09 18:02:13,408|INFO|buy|81950.12|0.00269|0|0.2751004418316852|23.672605519788206|0.4892221875350676|0.39966499692035945|BUY
2025-03-09 18:33:24,992|INFO|buy|81045.98|0.00258|0|79.88527424785276|18.868843383900725|0.4127975125983019|0.3741901052747709|BUY
2025-03-09 19:35:47,284|INFO|buy|80884.18|0.00246|0|81.19008493459611|22.032942636997902|0.3921147752712155|0.3818122586318864|BUY
2025-03-09 20:06:58,319|INFO|buy|81152.0|0.00233|0|0.7762229024801665|26.040843610864627|0.46901615906400135|0.39040207607568506|BUY
2025-03-09 21:09:20,966|INFO|buy|81735.48|0.0022|0|65.99978128855973|33.308189181639364|0.7666698556737827|0.5476543990092898|BUY
2025-03-09 21:40:31,988|INFO|buy|81491.99|0.00209|0|65.99978128855973|30.339950042340078|0.7666698556737827|0.5476543990092898|BUY
2025-03-09 22:11:43,224|INFO|buy|81547.53|0.00199|0|78.13566567515956|32.224524402884626|0.9458991944817384|0.7431157281462886|BUY
2025-03-09 23:14:05,458|INFO|buy|81926.47|0.00188|0|0.49823601463729494|36.7799576117356|0.9759777196147899|0.9063435976886766|BUY
2025-03-09 23:45:16,512|INFO|buy|82248.0|0.00178|0|78.09279413165179|39.11537985209916|1.0|0.9143510244837465|BUY
2025-03-10 15:20:39,842|INFO|buy|78384.64|0.00177|0|62.473783792285644|33.34926373405136|0.07389598439473029|0.04104253320597787|BUY
2025-03-10 15:51:51,520|INFO|buy|79104.82|0.00167|0|79.18738651676007|37.95759917621615|0.12933796632271102|0.05952319384863811|BUY
2025-03-10 16:23:02,560|INFO|buy|78928.27|0.00159|0|0.7211022186202035|36.97935517842687|0.23661206688302153|0.1185990368050494|BUY
2025-03-10 16:54:14,203|INFO|buy|79383.32|0.0015|0|11.91072333096951|39.760288713128965|0.2700460479165661|0.12974369714956427|BUY
2025-03-10 18:27:46,686|INFO|buy|79253.76|0.00143|0|0.7276701527094935|39.45196634447332|0.4553990918571966|0.3828390853999502|BUY
2025-03-10 19:30:08,427|INFO|buy|79176.0|0.00136|0|2.3449501235523447|39.166487200571204|0.4693377923069715|0.45588053840144527|BUY
2025-03-10 20:32:30,754|INFO|sell|77320.48|0.00581|-51.19911440000003|2.4510124921552983|31.95544409720479|0.3260278160683727|0.40830337156478674|STOP LOSS
2025-03-10 20:32:31,103|INFO|sell|77320.48|0.00499|-43.35232160000005|2.4510124921552983|31.95544409720479|0.3260278160683727|0.40830337156478674|STOP LOSS
2025-03-11 06:23:46,383|INFO|sell|81572.87|0.00177|5.643167099999993|0.5003891192849633|58.29516241145516|1.0|0.9984643852410287|TAKE PROFIT
2025-03-11 14:11:26,647|INFO|sell|82106.94|0.00159|5.054085299999997|11.427874311260492|59.35919992587238|0.7482497819048688|0.6164254460715489|TAKE PROFIT
2025-03-11 14:42:38,202|INFO|sell|82730.73|0.00167|6.0552696999999815|12.275444865341658|62.42474742115142|0.7623625088947383|0.6211296884015054|TAKE PROFIT
2025-03-11 14:42:39,124|INFO|sell|82730.73|0.0015|5.021114999999983|12.275444865341658|62.42474742115142|0.7623625088947383|0.6211296884015054|TAKE PROFIT
2025-03-11 14:42:40,062|INFO|sell|82730.73|0.00143|4.972067100000002|12.275444865341658|62.42474742115142|0.7623625088947383|0.6211296884015054|TAKE PROFIT
2025-03-11 14:42:40,423|INFO|sell|82730.73|0.00136|4.834432799999995|12.275444865341658|62.42474742115142|0.7623625088947383|0.6211296884015054|TAKE PROFIT
2025-03-12 23:25:44,842|INFO|sell|84150.21|0.00246|8.034433800000032|0.740262894537232|62.78230461596|0.8888955090562648|0.7818677834047487|TAKE PROFIT
2025-03-13 10:20:28,344|INFO|buy|82046.62|0.00235|0|0.5195003283389686|39.90964235264966|0.043390338387295994|0.03335058850068338|BUY
2025-03-13 10:51:39,854|INFO|buy|81986.16|0.00223|0|66.69819079299148|39.08107239496969|0.03220453880495699|0.029621988639903712|BUY
2025-03-13 11:22:51,400|INFO|buy|81636.91|0.00213|0|63.83989666012629|35.29164016909802|0.005577219893825082|0.003718146595883388|BUY
2025-03-13 11:54:02,364|INFO|buy|81100.0|0.00203|0|78.79726590120879|31.246637255080543|0.005577219893825082|0.003718146595883388|BUY
2025-03-13 12:25:13,311|INFO|buy|81119.61|0.00193|0|78.18649708459866|31.647561537148235|0.022821376233065682|0.011422014662330107|BUY
2025-03-13 14:29:56,674|INFO|buy|80903.01|0.00184|0|1.4785375000000023|36.82763080369014|0.13016814611122454|0.04515788939029481|BUY
2025-03-13 15:01:07,633|INFO|buy|80780.0|0.00175|0|0.051710166188967684|35.704419647795305|0.2334224571009065|0.11715709348328646|BUY
2025-03-13 15:32:18,585|INFO|buy|80530.02|0.00167|0|0.8385609601485282|34.0360842454527|0.2159516551130014|0.11133349282065141|BUY
2025-03-13 16:03:29,542|INFO|buy|80460.45|0.00159|0|0.3431333253336152|34.23635905221859|0.30863607717726443|0.21117974636058354|BUY
2025-03-13 16:34:41,053|INFO|buy|80650.94|0.0015|0|0.6649561865820718|36.5392815141918|0.33281674852599724|0.21923997014349447|BUY
2025-03-13 17:05:52,688|INFO|buy|80370.39|0.00143|0|0.11032033341255598|33.32131813243373|0.26181342324741835|0.25069948334837916|BUY
2025-03-13 17:37:04,224|INFO|buy|80558.94|0.00136|0|0.46821119281603785|35.83784867489936|0.287508175730971|0.25926440084289676|BUY
2025-03-14 11:17:08,569|INFO|sell|84355.84|0.00258|8.539438800000001|1.1787434380957602|72.55003916761149|0.9534219898327123|0.9689479932218082|TAKE PROFIT
2025-03-14 11:17:08,914|INFO|sell|84355.84|0.00203|6.609355199999993|1.1787434380957602|72.55003916761149|0.9534219898327123|0.9689479932218082|TAKE PROFIT
2025-03-14 11:17:09,825|INFO|sell|84355.84|0.00184|6.3532072000000035|1.1787434380957602|72.55003916761149|0.9534219898327123|0.9689479932218082|TAKE PROFIT
2025-03-14 11:17:10,762|INFO|sell|84355.84|0.00175|6.257719999999994|1.1787434380957602|72.55003916761149|0.9534219898327123|0.9689479932218082|TAKE PROFIT
2025-03-14 11:17:11,113|INFO|sell|84355.84|0.00167|6.389119399999988|1.1787434380957602|72.55003916761149|0.9534219898327123|0.9689479932218082|TAKE PROFIT
2025-03-14 11:17:11,462|INFO|sell|84355.84|0.00159|6.193670099999999|1.1787434380957602|72.55003916761149|0.9534219898327123|0.9689479932218082|TAKE PROFIT
2025-03-14 11:17:11,809|INFO|sell|84355.84|0.0015|5.557349999999992|1.1787434380957602|72.55003916761149|0.9534219898327123|0.9689479932218082|TAKE PROFIT
2025-03-14 11:17:12,164|INFO|sell|84355.84|0.00143|5.699193499999996|1.1787434380957602|72.55003916761149|0.9534219898327123|0.9689479932218082|TAKE PROFIT
2025-03-14 11:17:12,514|INFO|sell|84355.84|0.00136|5.163783999999993|1.1787434380957602|72.55003916761149|0.9534219898327123|0.9689479932218082|TAKE PROFIT
2025-03-14 11:47:13,459|INFO|sell|84972.04|0.00233|8.900693199999985|81.00807911152657|76.08028465558992|0.9534219898327123|0.9689479932218082|TAKE PROFIT
2025-03-14 11:47:14,366|INFO|sell|84972.04|0.00209|7.273304499999975|81.00807911152657|76.08028465558992|0.9534219898327123|0.9689479932218082|TAKE PROFIT
2025-03-14 11:47:14,716|INFO|sell|84972.04|0.00199|6.81477489999999|81.00807911152657|76.08028465558992|0.9534219898327123|0.9689479932218082|TAKE PROFIT
2025-03-14 11:47:15,067|INFO|sell|84972.04|0.00213|7.103826899999979|81.00807911152657|76.08028465558992|0.9534219898327123|0.9689479932218082|TAKE PROFIT
2025-03-14 11:47:15,423|INFO|sell|84972.04|0.00193|7.435189899999987|81.00807911152657|76.08028465558992|0.9534219898327123|0.9689479932218082|TAKE PROFIT
2025-03-16 09:27:53,695|INFO|buy|82886.79|0.00259|0|0.5215307368713282|32.30123483416179|0.20388042041767576|0.11339159392214625|BUY
2025-03-16 09:59:05,213|INFO|buy|82570.93|0.00247|0|0.7286835622795372|27.764123768947016|0.15845999002527575|0.09825145045801291|BUY
2025-03-16 10:30:16,735|INFO|buy|82878.67|0.00234|0|0.4201443621985075|34.632947130815694|0.2841773327578475|0.17450331351888718|BUY
2025-03-16 11:32:38,904|INFO|buy|83090.91|0.00222|0|0.589109483488047|39.68855363404319|0.47436898543156764|0.33618949907185564|BUY
2025-03-28 03:00:46,639|INFO|buy|85709.36|0.00204|0|0.03985587462171492|29.18144128543878|0.007060754832529597|0.0023535849441765322|BUY
2025-03-28 03:01:48,017|INFO|buy|85713.0|0.00194|0|0.045644604874228265|29.273951698910565|0.008052997377125422|0.0026843324590418074|BUY
2025-03-28 03:02:48,758|INFO|buy|85693.99|0.00184|0|0.13880114696221507|28.788130277788284|0.002842203640260854|0.0009474012134202847|BUY
2025-03-28 03:03:49,506|INFO|buy|85749.99|0.00175|0|0.13880114696221507|30.200522599515963|0.01799115497108692|0.0059970516570289735|BUY
2025-03-28 03:04:50,250|INFO|buy|85789.99|0.00166|0|0.1765446018748298|31.175551887277237|0.028449064575379882|0.009483021525126627|BUY
2025-03-28 03:05:51,573|INFO|buy|85809.38|0.00158|0|0.1765446018748298|31.6384603741879|0.033414100161425826|0.011138033387141942|BUY
2025-03-28 03:06:52,318|INFO|buy|85788.12|0.0015|0|0.1765446018748298|31.130576640805046|0.027966671822730455|0.009322223940910151|BUY
2025-03-28 03:07:53,645|INFO|buy|85779.62|0.00142|0|0.1765446018748298|30.925400664743364|0.02576600786569966|0.008588669288566553|BUY
2025-03-28 03:09:55,426|INFO|buy|85812.47|0.00135|0|0.23684776561429785|31.711655078881137|0.034199167456124564|0.011399722485374854|BUY
2025-03-28 03:10:56,168|INFO|buy|85839.76|0.00128|0|0.23684776561429785|32.3513487094053|0.04106035434192982|0.013686784780643273|BUY
2025-03-28 03:11:57,469|INFO|buy|85842.53|0.00122|0|0.23684776561429785|32.4156097971312|0.04174960199320191|0.013916533997733968|BUY
2025-03-28 03:12:58,214|INFO|buy|85747.61|0.00116|0|0.23684776561429785|30.141636838121926|0.017359561666794723|0.005786520555598241|BUY
2025-03-28 03:13:58,956|INFO|buy|85712.8|0.0011|0|0.23684776561429785|29.268874984698016|0.007998545865783056|0.0026661819552610184|BUY
2025-03-28 03:14:59,701|INFO|buy|85701.96|0.00105|0|0.23684776561429785|28.99262257048271|0.005035534587973394|0.0016785115293244648|BUY
2025-03-28 03:16:01,009|INFO|buy|85709.81|0.001|0|0.23684776561429785|29.192891120246884|0.007183562771645124|0.002394520923881708|BUY
2025-03-28 03:17:01,759|INFO|buy|85754.31|0.00095|0|0.23684776561429785|30.3071544328742|0.019134860178918068|0.006378286726306023|BUY
2025-03-28 03:18:02,503|INFO|buy|85760.01|0.0009|0|0.23684776561429785|30.447351679716448|0.020638579249360963|0.006879526416453654|BUY
2025-03-28 03:19:03,244|INFO|buy|85812.76|0.00085|0|0.23684776561429785|31.718516440276105|0.034272760627254546|0.011424253542418182|BUY
2025-03-28 03:20:03,989|INFO|buy|85814.0|0.00081|0|0.23684776561429785|31.747839129711238|0.03458726813930219|0.011529089379767397|BUY
2025-03-28 03:21:04,738|INFO|buy|85756.17|0.00077|0|0.23684776561429785|30.35296509137349|0.019626213342881723|0.006542071114293908|BUY
2025-03-28 03:22:06,051|INFO|buy|85773.13|0.00073|0|0.23684776561429785|30.767917829195696|0.024076888083291146|0.00802562936109705|BUY
2025-03-28 03:23:07,359|INFO|buy|85799.97|0.00069|0|0.23684776561429785|31.414590344463846|0.031012928664987904|0.010337642888329302|BUY
2025-03-28 03:24:08,675|INFO|buy|85741.23|0.00066|0|0.23684776561429785|29.983292137887986|0.015661197748755316|0.005220399249585106|BUY
2025-03-28 03:25:09,420|INFO|buy|85731.59|0.00063|0|0.23684776561429785|29.742671366575678|0.013080362170906008|0.004360120723635336|BUY
2025-03-28 03:26:10,734|INFO|buy|85709.6|0.0006|0|0.23684776561429785|29.187548324779044|0.007126257342220346|0.0023754191140734487|BUY
2025-03-28 04:03:28,175|INFO|buy|85241.71|0.00057|0|0.3296377504385192|24.659698525334065|0.0013774585366802085|0.0004591528455600695|BUY
2025-03-28 04:04:28,915|INFO|buy|85247.89|0.00054|0|0.3296377504385192|24.81557459743027|0.0028597627093269675|0.0009532542364423225|BUY
2025-03-28 04:05:30,237|INFO|buy|85349.27|0.00051|0|0.3296377504385192|27.283592613751367|0.026329390565372954|0.008776463521790985|BUY
2025-03-28 04:06:30,982|INFO|buy|85340.02|0.00049|0|0.3296377504385192|27.065146157605355|0.024252073058646965|0.008084024352882321|BUY
2025-03-28 04:07:32,301|INFO|buy|85411.49|0.00046|0|0.3489488419152609|28.719637647341273|0.03998546693920654|0.013328488979735514|BUY
2025-03-28 04:08:33,042|INFO|buy|85413.78|0.00044|0|0.37658974806300155|28.771409710225228|0.0404777935920879|0.0134925978640293|BUY
2025-03-28 04:09:33,790|INFO|buy|85399.6|0.00042|0|0.637981678865944|28.44961545106362|0.03741768971164996|0.012472563237216653|BUY
2025-03-28 04:10:35,119|INFO|buy|85419.12|0.0004|0|0.637981678865944|28.891844167931367|0.04162306558148007|0.01387435519382669|BUY
2025-03-28 04:11:36,434|INFO|buy|85390.0|0.00038|0|0.637981678865944|28.230101930797233|0.03533022495411859|0.011776741651372864|BUY
2025-03-28 04:12:37,183|INFO|buy|85374.29|0.00036|0|0.637981678865944|27.867956935731428|0.03188640557844259|0.010628801859480863|BUY
2025-03-28 04:13:37,929|INFO|buy|85370.86|0.00034|0|0.637981678865944|27.788402381503047|0.03112988120558696|0.010376627068528986|BUY
2025-03-28 04:14:39,242|INFO|buy|85326.5|0.00032|0|0.637981678865944|26.743488584105222|0.021193268991089986|0.007064422997029995|BUY
2025-03-28 04:15:40,010|INFO|buy|85304.59|0.00031|0|0.637981678865944|26.216154752091214|0.016178585665674077|0.005392861888558025|BUY
2025-03-28 04:16:41,898|INFO|buy|85355.47|0.00029|0|0.637981678865944|27.429279773498124|0.027714803232561466|0.009238267744187156|BUY
2025-03-28 04:17:43,209|INFO|buy|85293.5|0.00028|0|0.637981678865944|25.946334133975895|0.013612725346512236|0.004537575115504079|BUY
2025-03-28 04:18:43,957|INFO|buy|85337.0|0.00026|0|0.637981678865944|26.993541861615768|0.023571151700433047|0.007857050566811016|BUY
2025-03-28 04:19:44,695|INFO|buy|85253.6|0.00025|0|0.637981678865944|24.959023822983625|0.004223893731755131|0.0014079645772517102|BUY
2025-03-28 04:47:56,814|INFO|buy|85265.99|0.00024|0|74.85458900635751|25.268416269829814|0.007166062525067064|0.0023886875083556883|BUY
2025-03-28 04:48:57,562|INFO|buy|85312.92|0.00023|0|74.85458900635751|26.417534762905476|0.018093609737703516|0.006031203245901172|BUY
2025-03-28 04:49:58,304|INFO|buy|85326.26|0.00021|0|74.85458900635751|26.737753055516563|0.021138726957505405|0.007046242319168468|BUY
2025-03-28 04:50:59,046|INFO|buy|85385.33|0.0002|0|74.85458900635751|28.12283004413976|0.03431012249027205|0.01143670749675735|BUY
2025-03-28 04:51:59,783|INFO|buy|85330.2|0.00019|0|74.85458900635751|26.831797810653413|0.02203304595772281|0.0073443486525742695|BUY
2025-03-28 04:53:00,518|INFO|buy|85287.71|0.00018|0|74.85458900635751|25.804677344893435|0.012265639506351496|0.004088546502117165|BUY
2025-03-28 04:54:01,258|INFO|buy|85273.66|0.00018|0|74.85458900635751|25.458669670823113|0.00897527805353219|0.0029917593511773967|BUY
2025-03-28 04:55:02,004|INFO|buy|85263.73|0.00017|0|74.85458900635751|25.212171870083594|0.006631206165712708|0.0022104020552375695|BUY
2025-03-28 04:56:03,320|INFO|buy|85251.49|0.00016|0|74.85458900635751|24.906079249989205|0.0037204170889757796|0.0012401390296585932|BUY
2025-03-28 04:57:04,057|INFO|buy|85255.19|0.00015|0|74.85458900635751|24.99887114496798|0.004602822010174616|0.0015342740033915385|BUY
2025-03-28 04:59:05,759|INFO|buy|85244.08|0.00014|0|74.85458900635751|24.719552587589845|0.001946640997069921|0.0006488803323566403|BUY
2025-03-28 05:03:07,714|INFO|buy|85234.53|0.00014|0|0.039831489919461886|25.018969600734394|0.004868182825141291|0.0016227276083804303|BUY
2025-03-28 05:04:08,455|INFO|buy|85225.4|0.00013|0|0.039831489919461886|24.77231312785929|0.0025879705679714426|0.0008626568559904809|BUY
2025-03-28 05:10:11,206|INFO|buy|85230.71|0.00012|0|0.06725010315709719|24.915965386053585|0.0039159618267721776|0.0013053206089240592|BUY
2025-03-28 05:22:16,354|INFO|buy|85237.11|0.00012|0|0.3641970869160633|25.08837814516781|0.005509829127484756|0.0018366097091615855|BUY
2025-03-28 05:28:19,119|INFO|buy|85291.44|0.00011|0|0.4254167376965641|26.520719162518787|0.018751085301064407|0.006250361767021469|BUY
2025-03-28 05:29:19,855|INFO|buy|85270.03|0.0001|0|0.42547539968466686|25.962860964572883|0.013593973120339088|0.004531324373446363|BUY
2025-03-28 05:30:20,599|INFO|buy|85320.0|0.0001|0|0.45897139488938765|27.25192097129603|0.025510670027968727|0.008503556675989576|BUY
2025-03-28 13:04:33,556|INFO|buy|83890.58|0.0001|0|0.19121355629289377|19.540127771219304|0.06199697734874531|0.04669329155332147|BUY
2025-04-06 11:11:38,976|INFO|buy|75536.03|0.0001|0|71.43414934545672|8.882775319562981|0.13086180506294412|0.08724120337529608|BUY
2025-04-07 04:05:44,642|INFO|buy|75775.86|0.0001|0|0.8887382096889447|27.394045533584233|0.4359606764563205|0.4266973005311237|BUY
